timestamp_ms,sample_index,ldr_raw,led_state,active_mode,scenario_tag
19500,195,1,0,0,steady_light
19600,196,1,0,0,steady_light
19700,197,1,0,0,steady_light
19800,198,1,0,0,steady_light
19900,199,1,0,0,steady_light
20000,200,1,0,0,steady_light
20100,201,1,0,0,steady_light
20200,202,1,0,0,steady_light
20300,203,1,0,0,steady_light
20400,204,1,0,0,steady_light
20500,205,1,0,0,steady_light
20600,206,1,0,0,steady_light
20700,207,1,0,0,steady_light
20800,208,1,0,0,steady_light
20900,209,1,0,0,steady_light
21000,210,1,0,0,steady_light
21100,211,1,0,0,steady_light
21200,212,1,0,0,steady_light
21300,213,1,0,0,steady_light
21400,214,1,0,0,steady_light
21500,215,1,0,0,steady_light
21600,216,1,0,0,steady_light
21700,217,1,0,0,steady_light
21800,218,1,0,0,steady_light
21900,219,1,0,0,steady_light
22000,220,1,0,0,steady_light
22100,221,1,0,0,steady_light
22200,222,1,0,0,steady_light
22300,223,1,0,0,steady_light
22400,224,1,0,0,steady_light
22500,225,1,0,0,steady_light
22600,226,1,0,0,steady_light
22700,227,1,0,0,steady_light
22800,228,1,0,0,steady_light
22900,229,1,0,0,steady_light
23000,230,1,0,0,steady_light
23100,231,1,0,0,steady_light
23200,232,1,0,0,steady_light
23300,233,1,0,0,steady_light
23400,234,1,0,0,steady_light
23500,235,1,0,0,steady_light
23600,236,1,0,0,steady_light
23700,237,1,0,0,steady_light
23800,238,1,0,0,steady_light
23900,239,1,0,0,steady_light
24000,240,1,0,0,steady_light
24100,241,1,0,0,steady_light
24200,242,1,0,0,steady_light
24300,243,1,0,0,steady_light
24400,244,1,0,0,steady_light
24500,245,1,0,0,steady_light
24600,246,1,0,0,steady_light
24700,247,1,0,0,steady_light
24800,248,1,0,0,steady_light
24900,249,1,0,0,steady_light
25000,250,1,0,0,steady_light
25100,251,1,0,0,steady_light
25200,252,1,0,0,steady_light
25300,253,1,0,0,steady_light
25400,254,1,0,0,steady_light
25500,255,1,0,0,steady_light
25600,256,1,0,0,steady_light
25700,257,1,0,0,steady_light
25800,258,1,0,0,steady_light
25900,259,1,0,0,steady_light
26000,260,1,0,0,steady_light
26100,261,1,0,0,steady_light
26200,262,1,0,0,steady_light
26300,263,1,0,0,steady_light
26400,264,1,0,0,steady_light
26500,265,1,0,0,steady_light
26600,266,1,0,0,steady_light
26700,267,1,0,0,steady_light
26800,268,1,0,0,steady_light
26900,269,1,0,0,steady_light
27000,270,1,0,0,steady_light
27100,271,1,0,0,steady_light
27200,272,1,0,0,steady_light
27300,273,1,0,0,steady_light
27400,274,1,0,0,steady_light
27500,275,1,0,0,steady_light
27600,276,1,0,0,steady_light
27700,277,1,0,0,steady_light
27800,278,1,0,0,steady_light
27900,279,1,0,0,steady_light
28000,280,1,0,0,steady_light
28100,281,1,0,0,steady_light
28200,282,1,0,0,steady_light
28300,283,1,0,0,steady_light
28400,284,1,0,0,steady_light
28500,285,1,0,0,steady_light
28600,286,1,0,0,steady_light
28700,287,1,0,0,steady_light
28800,288,1,0,0,steady_light
28900,289,1,0,0,steady_light
29000,290,1,0,0,steady_light
29100,291,1,0,0,steady_light
29200,292,1,0,0,steady_light
29300,293,1,0,0,steady_light
29400,294,1,0,0,steady_light
29500,295,1,0,0,steady_light
29600,296,1,0,0,steady_light
29700,297,1,0,0,steady_light
29800,298,1,0,0,steady_light
29900,299,1,0,0,steady_light
30000,300,1,0,0,steady_light
30100,301,1,0,0,steady_light
30200,302,1,0,0,steady_light
30300,303,1,0,0,steady_light
30400,304,1,0,0,steady_light
30500,305,1,0,0,steady_light
30600,306,1,0,0,steady_light
30700,307,1,0,0,steady_light
30800,308,1,0,0,steady_light
30900,309,1,0,0,steady_light
31000,310,1,0,0,steady_light
31100,311,1,0,0,steady_light
31200,312,1,0,0,steady_light
31300,313,1,0,0,steady_light
31400,314,1,0,0,steady_light
31500,315,1,0,0,steady_light
31600,316,1,0,0,steady_light
31700,317,1,0,0,steady_light
31800,318,1,0,0,steady_light
31900,319,1,0,0,steady_light
32000,320,1,0,0,steady_light
32100,321,1,0,0,steady_light
32200,322,1,0,0,steady_light
32300,323,1,0,0,steady_light
32400,324,1,0,0,steady_light
32500,325,1,0,0,steady_light
32600,326,1,0,0,steady_light
32700,327,1,0,0,steady_light
32800,328,1,0,0,steady_light
32900,329,1,0,0,steady_light
33000,330,1,0,0,steady_light
33100,331,1,0,0,steady_light
33200,332,1,0,0,steady_light
33300,333,1,0,0,steady_light
33400,334,1,0,0,steady_light
33500,335,1,0,0,steady_light
33600,336,1,0,0,steady_light
33700,337,1,0,0,steady_light
33800,338,1,0,0,steady_light
33900,339,1,0,0,steady_light
34000,340,1,0,0,steady_light
34100,341,1,0,0,steady_light
34200,342,1,0,0,steady_light
34300,343,1,0,0,steady_light
34400,344,1,0,0,steady_light
34500,345,1,0,0,steady_light
34600,346,1,0,0,steady_light
34700,347,1,0,0,steady_light
34800,348,1,0,0,steady_light
34900,349,1,0,0,steady_light
35000,350,1,0,0,steady_light
35100,351,1,0,0,steady_light
35200,352,1,0,0,steady_light
35300,353,1,0,0,steady_light
35400,354,1,0,0,steady_light
35500,355,1,0,0,steady_light
35600,356,1,0,0,steady_light
35700,357,1,0,0,steady_light
35800,358,1,0,0,steady_light
35900,359,1,0,0,steady_light
36000,360,1,0,0,steady_light
36100,361,1,0,0,steady_light
36200,362,1,0,0,steady_light
36300,363,1,0,0,steady_light
36400,364,1,0,0,steady_light
36500,365,1,0,0,steady_light
36600,366,1,0,0,steady_light
36700,367,1,0,0,steady_light
36800,368,1,0,0,steady_light
36900,369,1,0,0,steady_light
37000,370,1,0,0,steady_light
37100,371,1,0,0,steady_light
37200,372,1,0,0,steady_light
37300,373,1,0,0,steady_light
37400,374,1,0,0,steady_light
37500,375,1,0,0,steady_light
37600,376,1,0,0,steady_light
37700,377,1,0,0,steady_light
37800,378,1,0,0,steady_light
37900,379,1,0,0,steady_light
38000,380,1,0,0,steady_light
38100,381,1,0,0,steady_light
38200,382,1,0,0,steady_light
38300,383,1,0,0,steady_light
38400,384,1,0,0,steady_light
38500,385,1,0,0,steady_light
38600,386,1,0,0,steady_light
38700,387,1,0,0,steady_light
38800,388,1,0,0,steady_light
38900,389,1,0,0,steady_light
39000,390,1,0,0,steady_light
39100,391,1,0,0,steady_light
39200,392,1,0,0,steady_light
39300,393,1,0,0,steady_light
39400,394,1,0,0,steady_light
39500,395,1,0,0,steady_light
39600,396,1,0,0,steady_light
39700,397,1,0,0,steady_light
39800,398,1,0,0,steady_light
39900,399,1,0,0,steady_light
40000,400,1,0,0,steady_light
40100,401,1,0,0,steady_light
40200,402,1,0,0,steady_light
40300,403,1,0,0,steady_light
40400,404,1,0,0,steady_light
40500,405,1,0,0,steady_light
40600,406,1,0,0,steady_light
40700,407,1,0,0,steady_light
40800,408,1,0,0,steady_light
40900,409,1,0,0,steady_light
41000,410,1,0,0,steady_light
41100,411,1,0,0,steady_light
41200,412,1,0,0,steady_light
41300,413,1,0,0,steady_light
41400,414,1,0,0,steady_light
41500,415,1,0,0,steady_light
41600,416,1,0,0,steady_light
41700,417,1,0,0,steady_light
41800,418,1,0,0,steady_light
41900,419,1,0,0,steady_light
42000,420,1,0,0,steady_light
42100,421,1,0,0,steady_light
42200,422,1,0,0,steady_light
42300,423,1,0,0,steady_light
42400,424,1,0,0,steady_light
42500,425,1,0,0,steady_light
42600,426,1,0,0,steady_light
42700,427,1,0,0,steady_light
42800,428,1,0,0,steady_light
42900,429,1,0,0,steady_light
43000,430,1,0,0,steady_light
43100,431,1,0,0,steady_light
43200,432,1,0,0,steady_light
43300,433,1,0,0,steady_light
43400,434,1,0,0,steady_light
43500,435,1,0,0,steady_light
43600,436,1,0,0,steady_light
43700,437,1,0,0,steady_light
43800,438,1,0,0,steady_light
43900,439,1,0,0,steady_light
44000,440,1,0,0,steady_light
44100,441,1,0,0,steady_light
44200,442,1,0,0,steady_light
44300,443,1,0,0,steady_light
44400,444,1,0,0,steady_light
44500,445,1,0,0,steady_light
44600,446,1,0,0,steady_light
44700,447,1,0,0,steady_light
44800,448,1,0,0,steady_light
44900,449,1,0,0,steady_light
45000,450,1,0,0,steady_light
45100,451,1,0,0,steady_light
45200,452,1,0,0,steady_light
45300,453,1,0,0,steady_light
45400,454,1,0,0,steady_light
45500,455,1,0,0,steady_light
